iteration,particle_1_fitness,particle_2_fitness,particle_3_fitness,particle_4_fitness,particle_5_fitness
126,-19.9,-19.9,-19.9,-19.9,-19.9
127,-19.9,-19.9,-19.9,-19.9,-19.9
128,-19.9,-19.9,-19.9,-19.9,-19.9
129,-19.9,-19.9,-19.9,-19.9,-19.9
130,-19.9,-19.9,-19.9,-19.9,-19.9
131,-19.9,-19.9,-19.9,-19.9,-19.9
132,-19.9,-19.9,-19.9,-19.9,-19.9
133,-19.9,-19.9,-19.9,-19.9,-19.9
134,-19.9,-19.9,-19.9,-19.9,-19.9
135,-19.9,-19.9,-19.9,-19.9,-19.9
136,-19.9,-19.9,-19.9,-19.9,-19.9
137,-19.9,-19.9,-19.9,-19.9,-19.9
138,-19.9,-19.9,-19.9,-19.9,-19.9
139,-19.9,-19.9,-19.9,-19.9,-19.9
140,-19.9,-19.9,-19.9,-19.9,-19.9
141,-19.9,-19.9,-19.9,-19.9,-19.9
142,-19.9,-19.9,-19.9,-19.9,-19.9
143,-19.9,-19.9,-19.9,-19.9,-19.9
144,-19.9,-19.9,-19.9,-19.9,-19.9
145,-19.9,-19.9,-19.9,-19.9,-19.9
146,-19.9,-19.9,-19.9,-19.9,-19.9
147,-19.9,-19.9,-19.9,-19.9,-19.9
148,-19.9,-19.9,-19.9,-19.9,-19.9
149,-19.9,-19.9,-19.9,-19.9,-19.9
150,-19.9,-19.9,-19.9,-19.9,-19.9
151,-19.9,-19.9,-19.9,-19.9,-19.9
152,-19.9,-19.9,-19.9,-19.9,-19.9
153,-19.9,-19.9,-19.9,-19.9,-19.9
154,-19.9,-19.9,-19.9,-19.9,-19.9
155,-19.9,-19.9,-19.9,-19.9,-19.9
156,-19.9,-19.9,-19.9,-19.9,-19.9
157,-19.9,-19.9,-19.9,-19.9,-19.9
158,-19.9,-19.9,-19.9,-19.9,-19.9
159,-19.9,-19.9,-19.9,-19.9,-19.9
160,-19.9,-19.9,-19.9,-19.9,-19.9
161,-19.9,-19.9,-19.9,-19.9,-19.9
162,-19.9,-19.9,-19.9,-19.9,-19.9
163,-19.9,-19.9,-19.9,-19.9,-19.9
164,-19.9,-19.9,-19.9,-19.9,-19.9
165,-19.9,-19.9,-19.9,-19.9,-19.9
166,-19.9,-19.9,-19.9,-19.9,-19.9
167,-19.9,-19.9,-19.9,-19.9,-19.9
168,-19.9,-19.9,-19.9,-19.9,-19.9
169,-19.9,-19.9,-19.9,-19.9,-19.9
170,-19.9,-19.9,-19.9,-19.9,-19.9
171,-19.9,-19.9,-19.9,-19.9,-19.9
172,-19.9,-19.9,-19.9,-19.9,-19.9
173,-19.9,-19.9,-19.9,-19.9,-19.9
174,-19.9,-19.9,-19.9,-19.9,-19.9
175,-19.9,-19.9,-19.9,-19.9,-19.9
176,-19.9,-19.9,-19.9,-19.9,-19.9
177,-19.9,-19.9,-19.9,-19.9,-19.9
178,-19.9,-19.9,-19.9,-19.9,-19.9
179,-19.9,-19.9,-19.9,-19.9,-19.9
180,-19.9,-19.9,-19.9,-19.9,-19.9
181,-19.9,-19.9,-19.9,-19.9,-19.9
182,-19.9,-19.9,-19.9,-19.9,-19.9
183,-19.9,-19.9,-19.9,-19.9,-19.9
184,-19.9,-19.9,-19.9,-19.9,-19.9
185,-19.9,-19.9,-19.9,-19.9,-19.9
186,-19.9,-19.9,-19.9,-19.9,-19.9
187,-19.9,-19.9,-19.9,-19.9,-19.9
188,-19.9,-19.9,-19.9,-19.9,-19.9
189,-19.9,-19.9,-19.9,-19.9,-19.9
190,-19.9,-19.9,-19.9,-19.9,-19.9
191,-19.9,-19.9,-19.9,-19.9,-19.9
192,-19.9,-19.9,-19.9,-19.9,-19.9
193,-19.9,-19.9,-19.9,-19.9,-19.9
194,-19.9,-19.9,-19.9,-19.9,-19.9
195,-19.9,-19.9,-19.9,-19.9,-19.9
196,-19.9,-19.9,-19.9,-19.9,-19.9
197,-19.9,-19.9,-19.9,-19.9,-19.9
198,-19.9,-19.9,-19.9,-19.9,-19.9
199,-19.9,-19.9,-19.9,-19.9,-19.9
200,-19.9,-19.9,-19.9,-19.9,-19.9
