iteration,particle_1_fitness,particle_2_fitness,particle_3_fitness,particle_4_fitness,particle_5_fitness
62,-46.32,-61.05,-46.32,-40.6,-44.62
63,-46.32,-40.96,-46.32,-40.6,-41.23
64,-44.62,-44.62,-46.32,-39.09,-40.96
65,-41.23,-44.62,-40.96,-44.62,-38.16
66,-61.05,-41.23,-46.32,-41.23,-44.26
67,-44.26,-39.09,-46.32,-39.47,-44.26
68,-44.26,-44.26,-46.32,-61.05,-44.52
69,-44.62,-44.26,-39.47,-61.05,-40.44
70,-46.32,-46.32,-39.47,-61.05,-46.32
71,-61.05,-46.32,-40.96,-46.32,-40.44
72,-40.96,-60.19,-46.32,-61.05,-46.32
73,-44.26,-61.05,-61.05,-40.6,-61.05
74,-44.62,-40.96,-37.84,-40.96,-40.44
75,-44.52,-44.62,-61.05,-39.09,-46.32
76,-46.32,-44.62,-41.26,-40.6,-46.32
77,-38.02,-41.23,-41.18,-44.52,-41.23
78,-41.32,-39.09,-39.47,-39.47,-40.6
79,-41.58,-44.26,-61.05,-61.05,-38.42
80,-43.39,-44.26,-38.16,-38.16,-46.32
81,-58.11,-46.32,-40.96,-40.96,-46.32
82,-61.05,-46.32,-44.62,-44.62,-46.32
83,-40.96,-46.32,-46.32,-41.23,-46.32
84,-40.96,-46.32,-46.32,-44.62,-60.19
85,-40.96,-61.05,-44.52,-41.23,-46.32
86,-46.32,-60.19,-46.32,-44.26,-44.52
87,-39.47,-46.32,-44.52,-40.44,-61.05
88,-46.32,-40.96,-46.32,-46.32,-41.23
89,-39.47,-40.6,-46.32,-61.05,-40.96
90,-46.32,-40.6,-61.05,-39.47,-39.09
91,-60.19,-38.42,-40.96,-40.96,-44.26
92,-58.11,-39.09,-40.96,-44.62,-46.32
93,-38.02,-44.26,-40.6,-41.23,-46.32
94,-58.11,-40.44,-40.6,-41.26,-40.44
95,-44.62,-46.32,-61.05,-41.18,-46.32
96,-41.23,-61.05,-61.05,-44.26,-60.19
97,-37.67,-61.05,-40.96,-40.44,-46.32
98,-41.68,-40.96,-40.96,-46.32,-40.96
99,-41.32,-40.96,-40.6,-61.05,-46.32
100,-43.39,-44.62,-40.6,-44.26,-46.32
101,-58.11,-41.23,-39.58,-40.96,-39.58
102,-43.39,-44.26,-39.58,-44.62,-39.47
103,-43.39,-40.44,-44.62,-44.52,-46.32
104,-58.11,-46.32,-44.62,-38.16,-46.32
105,-37.67,-61.05,-41.23,-61.05,-44.52
106,-40.96,-46.32,-61.05,-44.26,-39.47
107,-40.96,-60.19,-61.05,-40.96,-44.52
108,-40.96,-38.1,-40.96,-46.32,-44.52
109,-61.05,-40.96,-44.26,-44.62,-40.6
110,-61.05,-38.1,-40.6,-41.23,-44.62
111,-40.96,-40.6,-46.32,-40.96,-41.23
112,-44.62,-40.96,-40.96,-39.47,-39.47
113,-44.52,-39.09,-39.09,-61.05,-39.47
114,-40.96,-46.32,-40.6,-40.44,-44.26
115,-40.96,-37.84,-40.44,-46.32,-46.32
116,-38.02,-39.47,-46.32,-61.05,-46.32
117,-46.24,-40.96,-46.32,-41.23,-61.05
118,-41.68,-61.05,-37.84,-40.96,-39.47
119,-46.32,-40.6,-39.47,-38.42,-44.62
120,-46.32,-40.96,-61.05,-40.6,-41.23
121,-46.32,-44.62,-41.23,-40.96,-40.6
122,-60.19,-61.05,-40.96,-46.32,-46.32
123,-46.32,-37.74,-44.62,-61.05,-46.32
124,-60.19,-40.96,-41.23,-38.16,-61.05
125,-61.05,-44.26,-37.77,-40.96,-46.32
126,-46.32,-44.62,-40.44,-44.62,-61.05
127,-40.96,-44.52,-46.32,-41.23,-44.52
128,-40.96,-46.32,-40.44,-61.05,-40.96
129,-40.96,-46.32,-46.32,-39.09,-40.96
130,-46.32,-38.16,-40.96,-44.26,-46.32
131,-40.96,-46.32,-39.58,-40.96,-40.6
132,-46.32,-39.47,-40.96,-44.52,-39.47
133,-46.32,-46.32,-44.62,-40.6,-46.32
134,-60.19,-46.32,-41.23,-39.09,-46.32
135,-38.16,-61.05,-46.32,-40.96,-60.19
136,-61.05,-39.58,-46.32,-38.1,-46.32
137,-44.62,-41.26,-44.26,-41.18,-46.32
138,-41.23,-44.62,-46.32,-61.05,-46.32
139,-44.62,-41.23,-46.32,-61.05,-40.96
140,-41.23,-38.42,-61.05,-40.96,-46.32
141,-44.26,-39.58,-60.19,-40.96,-46.32
142,-40.96,-44.26,-46.32,-44.62,-46.32
143,-46.32,-44.62,-44.62,-41.23,-46.32
144,-40.96,-46.32,-41.23,-39.09,-44.26
145,-46.32,-60.19,-40.6,-40.96,-40.44
146,-61.05,-44.52,-46.32,-44.26,-46.32
147,-41.26,-46.32,-46.32,-44.52,-61.05
148,-41.18,-44.52,-46.32,-46.32,-46.32
149,-44.62,-46.32,-46.32,-61.05,-44.62
150,-38.29,-37.84,-61.05,-39.58,-46.32
151,-58.11,-39.47,-39.47,-40.96,-40.96
152,-43.39,-39.58,-40.96,-44.62,-39.47
153,-41.58,-60.19,-61.05,-44.62,-46.32
154,-43.39,-44.62,-41.18,-41.23,-46.32
155,-60.19,-46.32,-40.96,-39.09,-39.47
156,-37.84,-46.32,-39.09,-44.26,-46.32
157,-40.96,-40.96,-46.32,-44.26,-46.32
158,-36.64,-39.47,-46.32,-46.32,-46.32
159,-37.67,-40.6,-46.32,-41.23,-40.96
160,-43.39,-46.32,-46.32,-38.16,-61.05
161,-38.29,-46.32,-61.05,-61.05,-40.6
162,-61.05,-40.44,-46.32,-38.16,-40.96
163,-40.96,-46.32,-40.96,-40.96,-44.62
164,-40.96,-46.32,-40.6,-44.62,-61.05
165,-41.26,-60.19,-40.6,-46.32,-37.74
166,-41.18,-39.47,-39.09,-61.05,-39.58
167,-38.02,-44.62,-44.62,-38.42,-44.26
168,-43.39,-44.62,-41.23,-44.26,-44.62
169,-43.39,-44.62,-39.47,-44.26,-46.32
170,-43.39,-41.23,-39.47,-46.32,-39.47
171,-43.39,-44.26,-44.26,-40.96,-40.6
172,-46.32,-44.26,-61.05,-39.09,-38.16
173,-46.32,-46.32,-44.52,-61.05,-40.96
174,-60.19,-46.32,-40.96,-37.76,-38.1
175,-46.32,-61.05,-38.1,-40.96,-46.32
176,-43.39,-46.32,-40.6,-61.05,-46.32
177,-43.39,-40.96,-39.58,-40.6,-39.47
178,-38.32,-44.62,-46.32,-40.96,-46.32
179,-61.05,-41.23,-46.32,-44.62,-46.32
180,-38.16,-37.84,-46.32,-41.23,-61.05
181,-38.02,-39.09,-46.32,-40.96,-46.32
182,-41.68,-44.26,-40.96,-39.47,-61.05
183,-38.25,-46.32,-44.26,-46.32,-39.09
184,-43.39,-46.32,-40.6,-40.44,-44.62
185,-57.26,-61.05,-46.32,-46.32,-41.23
186,-38.02,-61.05,-46.32,-40.96,-40.6
187,-38.02,-40.96,-41.23,-41.26,-37.77
188,-57.21,-44.26,-39.58,-41.18,-44.26
189,-43.39,-46.32,-39.47,-61.05,-44.52
190,-58.11,-46.32,-44.62,-44.62,-46.32
191,-43.39,-46.32,-41.23,-41.23,-46.32
192,-41.32,-60.19,-46.32,-44.62,-46.32
193,-43.39,-39.47,-61.05,-41.23,-60.19
194,-43.39,-40.96,-46.32,-44.26,-60.19
195,-58.11,-61.05,-46.32,-40.44,-40.96
196,-39.09,-40.6,-44.52,-46.32,-40.96
197,-40.96,-40.96,-40.6,-61.05,-40.6
198,-40.96,-44.62,-61.05,-46.32,-40.6
199,-61.05,-41.23,-44.26,-46.32,-40.96
200,-37.84,-38.1,-40.96,-38.16,-39.09
