iteration,tpd_particle_1,tpd_particle_2,tpd_particle_3,tpd_particle_4,tpd_particle_5,tpd_particle_6,tpd_particle_7,tpd_particle_8,tpd_particle_9,tpd_particle_10
95,39.46,39.46,39.46,39.46,39.46,39.46,39.46,39.46,39.46,56.02
96,39.46,39.46,39.46,39.46,39.46,39.46,39.46,39.46,39.46,52.51
97,39.46,39.46,39.46,39.46,39.46,39.46,39.46,39.46,39.46,48.21
98,39.46,39.46,39.46,39.46,39.46,39.46,39.46,39.46,39.46,51.04
99,39.46,39.46,39.46,39.46,39.46,39.46,39.46,39.46,39.46,55.23
100,39.46,39.46,39.46,39.46,39.46,39.46,39.46,39.46,39.46,54.75
101,39.46,39.46,39.46,39.46,39.46,39.46,39.46,39.46,39.46,50.78
102,39.46,39.46,39.46,39.46,39.46,39.46,39.46,39.46,39.46,55.61
103,39.46,39.46,39.46,39.46,39.46,39.46,39.46,39.46,39.46,49.56
104,39.46,39.46,39.46,39.46,39.46,39.46,39.46,39.46,39.46,48.76
105,39.46,39.46,39.46,39.46,39.46,39.46,39.46,39.46,39.46,51.64
106,39.46,39.46,39.46,39.46,39.46,39.46,39.46,39.46,39.46,50.38
107,39.46,39.46,39.46,39.46,39.46,39.46,39.46,39.46,39.46,51.78
108,39.46,39.46,39.46,39.46,39.46,39.46,39.46,39.46,39.46,55.93
109,39.46,39.46,39.46,39.46,39.46,39.46,39.46,39.46,39.46,48.94
110,39.46,39.46,39.46,39.46,39.46,39.46,39.46,39.46,39.46,55.61
111,39.46,39.46,39.46,39.46,39.46,39.46,39.46,39.46,39.46,48.76
112,39.46,39.46,39.46,39.46,39.46,39.46,39.46,39.46,39.46,53.54
113,39.46,39.46,39.46,39.46,39.46,39.46,39.46,39.46,39.46,55.67
114,39.46,39.46,39.46,39.46,39.46,39.46,39.46,39.46,39.46,46.32
115,39.46,39.46,39.46,39.46,39.46,39.46,39.46,39.46,39.46,47.32
116,39.46,39.46,39.46,39.46,39.46,39.46,39.46,39.46,39.46,55.61
117,39.46,39.46,39.46,39.46,39.46,39.46,39.46,39.46,39.46,53.69
118,39.46,39.46,39.46,39.46,39.46,39.46,39.46,39.46,39.46,57.47
119,39.46,39.46,39.46,39.46,39.46,39.46,39.46,39.46,39.46,55.61
120,39.46,39.46,39.46,39.46,39.46,39.46,39.46,39.46,39.46,57.0
121,39.46,39.46,39.46,39.46,39.46,39.46,39.46,39.46,39.46,48.95
122,39.46,39.46,39.46,39.46,39.46,39.46,39.46,39.46,39.46,61.58
123,39.46,39.46,39.46,39.46,39.46,39.46,39.46,39.46,39.46,56.39
124,39.46,39.46,39.46,39.46,39.46,39.46,39.46,39.46,39.46,57.37
125,39.46,39.46,39.46,39.46,39.46,39.46,39.46,39.46,39.46,56.38
126,39.46,39.46,39.46,39.46,39.46,39.46,39.46,39.46,39.46,55.53
127,39.46,39.46,39.46,39.46,39.46,39.46,39.46,39.46,39.46,56.39
128,39.46,39.46,39.46,39.46,39.46,39.46,39.46,39.46,39.46,53.53
129,39.46,39.46,39.46,39.46,39.46,39.46,39.46,39.46,39.46,53.04
130,39.46,39.46,39.46,39.46,39.46,39.46,39.46,39.46,39.46,53.53
131,39.46,39.46,39.46,39.46,39.46,39.46,39.46,39.46,39.46,51.86
132,39.46,39.46,39.46,39.46,39.46,39.46,39.46,39.46,39.46,52.67
133,39.46,39.46,39.46,39.46,39.46,39.46,39.46,39.46,39.46,47.02
134,39.46,39.46,39.46,39.46,39.46,39.46,39.46,39.46,39.46,50.78
135,39.46,39.46,39.46,39.46,39.46,39.46,39.46,39.46,39.46,54.75
136,39.46,39.46,39.46,39.46,39.46,39.46,39.46,39.46,39.46,55.61
137,39.46,39.46,39.46,39.46,39.46,39.46,39.46,39.46,39.46,47.11
138,39.46,39.46,39.46,39.46,39.46,39.46,39.46,39.46,39.46,52.48
139,39.46,39.46,39.46,39.46,39.46,39.46,39.46,39.46,39.46,51.64
140,39.46,39.46,39.46,39.46,39.46,39.46,39.46,39.46,39.46,59.68
141,39.46,39.46,39.46,39.46,39.46,39.46,39.46,39.46,39.46,51.47
142,39.46,39.46,39.46,39.46,39.46,39.46,39.46,39.46,39.46,50.27
143,39.46,39.46,39.46,39.46,39.46,39.46,39.46,39.46,39.46,56.19
144,39.46,39.46,39.46,39.46,39.46,39.46,39.46,39.46,39.46,56.55
145,39.46,39.46,39.46,39.46,39.46,39.46,39.46,39.46,39.46,52.67
146,39.46,39.46,39.46,39.46,39.46,39.46,39.46,39.46,39.46,54.92
147,39.46,39.46,39.46,39.46,39.46,39.46,39.46,39.46,39.46,59.01
148,39.46,39.46,39.46,39.46,39.46,39.46,39.46,39.46,39.46,55.85
149,39.46,39.46,39.46,39.46,39.46,39.46,39.46,39.46,39.46,51.86
150,39.46,39.46,39.46,39.46,39.46,39.46,39.46,39.46,39.46,51.03
151,39.46,39.46,39.46,39.46,39.46,39.46,39.46,39.46,39.46,56.9
152,39.46,39.46,39.46,39.46,39.46,39.46,39.46,39.46,39.46,52.92
153,39.46,39.46,39.46,39.46,39.46,39.46,39.46,39.46,39.46,56.9
154,39.46,39.46,39.46,39.46,39.46,39.46,39.46,39.46,39.46,54.5
155,39.46,39.46,39.46,39.46,39.46,39.46,39.46,39.46,39.46,55.08
156,39.46,39.46,39.46,39.46,39.46,39.46,39.46,39.46,39.46,53.03
157,39.46,39.46,39.46,39.46,39.46,39.46,39.46,39.46,39.46,55.0
158,39.46,39.46,39.46,39.46,39.46,39.46,39.46,39.46,39.46,54.21
159,39.46,39.46,39.46,39.46,39.46,39.46,39.46,39.46,39.46,54.31
160,39.46,39.46,39.46,39.46,39.46,39.46,39.46,39.46,39.46,55.0
161,39.46,39.46,39.46,39.46,39.46,39.46,39.46,39.46,39.46,47.81
162,39.46,39.46,39.46,39.46,39.46,39.46,39.46,39.46,39.46,51.4
163,39.46,39.46,39.46,39.46,39.46,39.46,39.46,39.46,39.46,57.0
164,39.46,39.46,39.46,39.46,39.46,39.46,39.46,39.46,39.46,47.02
165,39.46,39.46,39.46,39.46,39.46,39.46,39.46,39.46,39.46,51.64
166,39.46,39.46,39.46,39.46,39.46,39.46,39.46,39.46,39.46,50.56
167,39.46,39.46,39.46,39.46,39.46,39.46,39.46,39.46,39.46,52.95
168,39.46,39.46,39.46,39.46,39.46,39.46,39.46,39.46,39.46,54.76
169,39.46,39.46,39.46,39.46,39.46,39.46,39.46,39.46,39.46,52.0
170,39.46,39.46,39.46,39.46,39.46,39.46,39.46,39.46,39.46,54.19
171,39.46,39.46,39.46,39.46,39.46,39.46,39.46,39.46,39.46,50.0
172,39.46,39.46,39.46,39.46,39.46,39.46,39.46,39.46,39.46,50.77
173,39.46,39.46,39.46,39.46,39.46,39.46,39.46,39.46,39.46,49.76
174,39.46,39.46,39.46,39.46,39.46,39.46,39.46,39.46,39.46,55.38
175,39.46,39.46,39.46,39.46,39.46,39.46,39.46,39.46,39.46,53.38
176,39.46,39.46,39.46,39.46,39.46,39.46,39.46,39.46,39.46,51.22
177,39.46,39.46,39.46,39.46,39.46,39.46,39.46,39.46,39.46,48.21
178,39.46,39.46,39.46,39.46,39.46,39.46,39.46,39.46,39.46,46.49
179,39.46,39.46,39.46,39.46,39.46,39.46,39.46,39.46,39.46,49.56
180,39.46,39.46,39.46,39.46,39.46,39.46,39.46,39.46,39.46,46.0
181,39.46,39.46,39.46,39.46,39.46,39.46,39.46,39.46,39.46,49.21
182,39.46,39.46,39.46,39.46,39.46,39.46,39.46,39.46,39.46,59.43
183,39.46,39.46,39.46,39.46,39.46,39.46,39.46,39.46,39.46,54.93
184,39.46,39.46,39.46,39.46,39.46,39.46,39.46,39.46,39.46,57.2
185,39.46,39.46,39.46,39.46,39.46,39.46,39.46,39.46,39.46,52.77
186,39.46,39.46,39.46,39.46,39.46,39.46,39.46,39.46,39.46,54.1
187,39.46,39.46,39.46,39.46,39.46,39.46,39.46,39.46,39.46,54.34
188,39.46,39.46,39.46,39.46,39.46,39.46,39.46,39.46,39.46,53.28
189,39.46,39.46,39.46,39.46,39.46,39.46,39.46,39.46,39.46,54.46
190,39.46,39.46,39.46,39.46,39.46,39.46,39.46,39.46,39.46,52.48
191,39.46,39.46,39.46,39.46,39.46,39.46,39.46,39.46,39.46,45.07
192,39.46,39.46,39.46,39.46,39.46,39.46,39.46,39.46,39.46,49.68
193,39.46,39.46,39.46,39.46,39.46,39.46,39.46,39.46,39.46,47.01
194,39.46,39.46,39.46,39.46,39.46,39.46,39.46,39.46,39.46,48.14
195,39.46,39.46,39.46,39.46,39.46,39.46,39.46,39.46,39.46,44.76
196,39.46,39.46,39.46,39.46,39.46,39.46,39.46,39.46,39.46,42.62
197,39.46,39.46,39.46,39.46,39.46,39.46,39.46,39.46,39.46,43.33
198,39.46,39.46,39.46,39.46,39.46,39.46,39.46,39.46,39.46,40.5
199,39.46,39.46,39.46,39.46,39.46,39.46,39.46,39.46,39.46,39.46
200,39.46,39.46,39.46,39.46,39.46,39.46,39.46,39.46,39.46,39.46
