iteration,tpd_particle_1,tpd_particle_2,tpd_particle_3,tpd_particle_4,tpd_particle_5
82,176.3,176.3,176.3,176.3,176.3
83,176.3,176.3,176.3,176.3,176.3
84,176.3,176.3,176.3,176.3,176.3
85,176.3,176.3,176.3,176.3,176.3
86,176.3,176.3,176.3,176.3,176.3
87,176.3,176.3,176.3,176.3,176.3
88,176.3,176.3,176.3,176.3,176.3
89,176.3,176.3,176.3,176.3,176.3
90,176.3,176.3,176.3,176.3,176.3
91,176.3,176.3,176.3,176.3,176.3
92,176.3,176.3,176.3,176.3,176.3
93,176.3,176.3,176.3,176.3,176.3
94,176.3,176.3,176.3,176.3,176.3
95,176.3,176.3,176.3,176.3,176.3
96,176.3,176.3,176.3,176.3,176.3
97,176.3,176.3,176.3,176.3,176.3
98,176.3,176.3,176.3,176.3,176.3
99,176.3,176.3,176.3,176.3,176.3
100,176.3,176.3,176.3,176.3,176.3
101,176.3,176.3,176.3,176.3,176.3
102,176.3,176.3,176.3,176.3,176.3
103,176.3,176.3,176.3,176.3,176.3
104,176.3,176.3,176.3,176.3,176.3
105,176.3,176.3,176.3,176.3,176.3
106,176.3,176.3,176.3,176.3,176.3
107,176.3,176.3,176.3,176.3,176.3
108,176.3,176.3,176.3,176.3,176.3
109,176.3,176.3,176.3,176.3,176.3
110,176.3,176.3,176.3,176.3,176.3
111,176.3,176.3,176.3,176.3,176.3
112,176.3,176.3,176.3,176.3,176.3
113,176.3,176.3,176.3,176.3,176.3
114,176.3,176.3,176.3,176.3,176.3
115,176.3,176.3,176.3,176.3,176.3
116,176.3,176.3,176.3,176.3,176.3
117,176.3,176.3,176.3,176.3,176.3
118,176.3,176.3,176.3,176.3,176.3
119,176.3,176.3,176.3,176.3,176.3
120,176.3,176.3,176.3,176.3,176.3
121,176.3,176.3,176.3,176.3,176.3
122,176.3,176.3,176.3,176.3,176.3
123,176.3,176.3,176.3,176.3,176.3
124,176.3,176.3,176.3,176.3,176.3
125,176.3,176.3,176.3,176.3,176.3
126,176.3,176.3,176.3,176.3,176.3
127,176.3,176.3,176.3,176.3,176.3
128,176.3,176.3,176.3,176.3,176.3
129,176.3,176.3,176.3,176.3,176.3
130,176.3,176.3,176.3,176.3,176.3
131,176.3,176.3,176.3,176.3,176.3
132,176.3,176.3,176.3,176.3,176.3
133,176.3,176.3,176.3,176.3,176.3
134,176.3,176.3,176.3,176.3,176.3
135,176.3,176.3,176.3,176.3,176.3
136,176.3,176.3,176.3,176.3,176.3
137,176.3,176.3,176.3,176.3,176.3
138,176.3,176.3,176.3,176.3,176.3
139,176.3,176.3,176.3,176.3,176.3
140,176.3,176.3,176.3,176.3,176.3
141,176.3,176.3,176.3,176.3,176.3
142,176.3,176.3,176.3,176.3,176.3
143,176.3,176.3,176.3,176.3,176.3
144,176.3,176.3,176.3,176.3,176.3
145,176.3,176.3,176.3,176.3,176.3
146,176.3,176.3,176.3,176.3,176.3
147,176.3,176.3,176.3,176.3,176.3
148,176.3,176.3,176.3,176.3,176.3
149,176.3,176.3,176.3,176.3,176.3
150,176.3,176.3,176.3,176.3,176.3
151,176.3,176.3,176.3,176.3,176.3
152,176.3,176.3,176.3,176.3,176.3
153,176.3,176.3,176.3,176.3,176.3
154,176.3,176.3,176.3,176.3,176.3
155,176.3,176.3,176.3,176.3,176.3
156,176.3,176.3,176.3,176.3,176.3
157,176.3,176.3,176.3,176.3,176.3
158,176.3,176.3,176.3,176.3,176.3
159,176.3,176.3,176.3,176.3,176.3
160,176.3,176.3,176.3,176.3,176.3
161,176.3,176.3,176.3,176.3,176.3
162,176.3,176.3,176.3,176.3,176.3
163,176.3,176.3,176.3,176.3,176.3
164,176.3,176.3,176.3,176.3,176.3
165,176.3,176.3,176.3,176.3,176.3
166,176.3,176.3,176.3,176.3,176.3
167,176.3,176.3,176.3,176.3,176.3
168,176.3,176.3,176.3,176.3,176.3
169,176.3,176.3,176.3,176.3,176.3
170,176.3,176.3,176.3,176.3,176.3
171,176.3,176.3,176.3,176.3,176.3
172,176.3,176.3,176.3,176.3,176.3
173,176.3,176.3,176.3,176.3,176.3
174,176.3,176.3,176.3,176.3,176.3
175,176.3,176.3,176.3,176.3,176.3
176,176.3,176.3,176.3,176.3,176.3
177,176.3,176.3,176.3,176.3,176.3
178,176.3,176.3,176.3,176.3,176.3
179,176.3,176.3,176.3,176.3,176.3
180,176.3,176.3,176.3,176.3,176.3
181,176.3,176.3,176.3,176.3,176.3
182,176.3,176.3,176.3,176.3,176.3
183,176.3,176.3,176.3,176.3,176.3
184,176.3,176.3,176.3,176.3,176.3
185,176.3,176.3,176.3,176.3,176.3
186,176.3,176.3,176.3,176.3,176.3
187,176.3,176.3,176.3,176.3,176.3
188,176.3,176.3,176.3,176.3,176.3
189,176.3,176.3,176.3,176.3,176.3
190,176.3,176.3,176.3,176.3,176.3
191,176.3,176.3,176.3,176.3,176.3
192,176.3,176.3,176.3,176.3,176.3
193,176.3,176.3,176.3,176.3,176.3
194,176.3,176.3,176.3,176.3,176.3
195,176.3,176.3,176.3,176.3,176.3
196,176.3,176.3,176.3,176.3,176.3
197,176.3,176.3,176.3,176.3,176.3
198,176.3,176.3,176.3,176.3,176.3
199,176.3,176.3,176.3,176.3,176.3
200,176.3,176.3,176.3,176.3,176.3
