iteration,tpd_particle_1,tpd_particle_2,tpd_particle_3,tpd_particle_4,tpd_particle_5
86,71.24,56.23,57.54,41.95,41.95
87,63.6,55.75,56.26,41.95,41.95
88,72.82,53.57,62.85,41.95,41.95
89,58.18,63.19,56.7,41.95,41.95
90,75.02,73.43,57.95,41.95,41.95
91,56.66,67.7,57.95,41.95,41.95
92,65.0,70.8,58.96,41.95,41.95
93,76.0,64.14,58.55,41.95,41.95
94,57.99,62.71,58.55,41.95,41.95
95,85.23,68.73,58.91,41.95,41.95
96,75.69,60.62,57.95,41.95,41.95
97,68.77,68.36,64.17,41.95,41.95
98,58.53,67.77,58.48,41.95,41.95
99,71.16,59.16,56.25,41.95,41.95
100,62.76,60.15,54.72,41.95,41.95
101,72.46,70.65,53.92,41.95,41.95
102,70.77,66.87,52.03,41.95,41.95
103,68.61,54.48,59.6,41.95,41.95
104,71.76,54.99,58.41,41.95,41.95
105,83.21,55.83,59.6,41.95,41.95
106,65.72,52.38,42.14,41.95,41.95
107,68.88,63.67,56.96,41.95,41.95
108,84.34,69.61,56.15,41.95,41.95
109,68.96,61.45,56.11,41.95,41.95
110,55.48,59.08,55.65,41.95,41.95
111,60.61,67.91,41.46,41.95,41.46
112,58.36,56.52,41.46,41.95,41.46
113,59.76,56.48,41.46,41.95,41.46
114,71.08,61.61,41.46,41.95,41.46
115,70.04,59.32,41.46,41.46,41.46
116,55.89,66.26,41.46,41.46,41.46
117,68.07,62.1,41.46,41.46,41.46
118,58.47,53.78,41.46,41.46,41.46
119,68.5,65.91,41.46,41.46,41.46
120,66.93,57.06,41.46,41.46,41.46
121,57.73,57.47,41.46,41.46,41.46
122,85.99,58.15,41.46,41.46,41.46
123,73.61,60.24,41.46,41.46,41.46
124,53.08,69.39,41.46,41.46,41.46
125,56.19,61.81,41.46,41.46,52.31
126,70.61,63.63,41.46,41.46,52.31
127,62.76,46.48,41.46,41.46,41.46
128,59.62,69.0,41.46,41.46,41.46
129,71.0,66.44,41.46,41.46,41.46
130,86.25,67.34,41.46,41.46,41.46
131,68.12,57.84,41.46,41.46,41.46
132,64.75,67.25,41.46,41.46,41.46
133,76.15,67.68,41.46,41.46,41.46
134,66.65,72.83,41.46,41.46,41.46
135,61.9,69.87,41.46,41.46,41.46
136,87.01,64.27,41.46,41.46,41.46
137,59.17,62.1,41.46,41.46,41.46
138,75.96,64.7,41.46,41.46,41.46
139,61.58,54.82,41.46,41.46,41.46
140,71.0,64.24,41.46,41.46,41.46
141,72.73,60.3,41.46,41.46,41.46
142,71.83,64.33,41.46,41.46,41.46
143,73.13,53.58,41.46,41.46,41.46
144,74.71,62.79,41.46,41.46,41.46
145,60.05,65.41,41.46,41.46,41.46
146,59.77,59.28,41.46,41.46,41.46
147,63.94,62.62,41.46,41.46,41.46
148,72.14,57.45,41.46,41.46,41.46
149,65.23,51.16,41.46,41.46,41.46
150,61.48,67.59,41.46,41.46,41.46
151,66.11,62.82,41.46,41.46,41.46
152,59.45,69.4,41.46,41.46,41.46
153,58.4,57.23,41.46,41.46,41.46
154,70.81,66.0,41.46,41.46,41.46
155,66.0,55.79,41.46,41.46,41.46
156,67.45,64.7,41.46,41.46,41.46
157,63.36,55.04,41.46,41.46,41.46
158,73.0,57.05,41.46,41.46,41.46
159,70.01,59.02,41.46,41.46,41.46
160,69.95,65.26,41.46,41.46,41.46
161,78.49,67.62,41.46,41.46,41.46
162,60.89,59.22,41.46,41.46,41.46
163,55.74,50.81,41.46,41.46,41.46
164,64.86,59.28,41.46,41.46,41.46
165,64.4,59.53,41.46,41.46,41.46
166,61.59,60.84,41.46,41.46,41.46
167,56.75,49.24,41.46,41.46,41.46
168,58.09,57.14,41.46,41.46,41.46
169,70.05,59.15,41.46,41.46,41.46
170,70.09,61.8,41.46,41.46,41.46
171,54.66,55.25,41.46,41.46,41.46
172,71.43,74.43,41.46,41.46,41.46
173,64.73,50.57,41.46,41.46,41.46
174,71.73,58.48,41.46,41.46,41.46
175,84.23,55.04,41.46,41.46,41.46
176,62.11,77.57,41.46,41.46,41.46
177,75.23,70.08,41.46,41.46,41.46
178,59.65,69.5,41.46,41.46,41.46
179,57.61,62.19,41.46,41.46,41.46
180,70.67,68.81,41.46,41.46,41.46
181,68.44,65.47,41.46,41.46,41.46
182,75.53,55.42,41.46,41.46,41.46
183,83.34,55.64,41.46,41.46,41.46
184,66.86,71.7,41.46,41.46,41.46
185,80.87,59.79,41.46,41.46,41.46
186,74.61,63.09,41.46,41.46,41.46
187,71.41,60.09,41.46,41.46,41.46
188,75.73,61.03,41.46,41.46,41.46
189,68.36,71.28,41.46,41.46,41.46
190,63.76,57.06,41.46,41.46,41.46
191,63.68,66.05,41.46,41.46,41.46
192,53.98,74.21,41.46,41.46,41.46
193,53.95,75.89,41.46,41.46,41.46
194,55.19,68.1,41.46,41.46,41.46
195,62.89,57.35,41.46,41.46,41.46
196,61.08,48.57,41.46,41.46,41.46
197,55.7,57.07,41.46,41.46,41.46
198,62.69,71.84,41.46,41.46,41.46
199,61.15,68.44,41.46,41.46,41.46
200,70.67,72.11,41.46,41.46,41.46
